date,value
2010-01-01,1.1821540421190833
2010-01-02,1.1089417544503657
2010-01-03,1.0145556435175662
2010-01-04,0.9768922896388333
2010-01-05,1.129462062319515
2010-01-06,0.9288326137707421
2010-01-07,0.9051086486287492
2010-01-08,0.66070017366389
2010-01-09,0.9061159396863125
2010-01-10,1.0427714907256642
2010-01-11,1.330360921731944
2010-01-12,1.465644309821897
2010-01-13,1.1790028105855652
2010-01-14,1.0941848487895385
2010-01-15,1.0295484060313338
2010-01-16,1.4074376622566567
2010-01-17,1.2704450403464276
2010-01-18,1.105689445964381
2010-01-19,1.0372030035508943
2010-01-20,0.8265743861588238
2010-01-21,0.8307291293311114
2010-01-22,1.0150783701808872
2010-01-23,0.989651159690434
2010-01-24,0.9295282394169581
2010-01-25,0.857593571104844
2010-01-26,0.9036898549904402
2010-01-27,0.9599842406970782
2010-01-28,1.090094206457832
2010-01-29,1.0018318666418542
2010-01-30,0.9491268784315771
2010-01-31,0.8268670236071728
2010-02-01,1.0709491433140719
2010-02-02,1.1898987180862088
2010-02-03,0.913128533358173
2010-02-04,0.8372991372966698
2010-02-05,0.8442000168880422
2010-02-06,0.901444982275557
2010-02-07,1.0174842470024064
2010-02-08,1.0630067932394422
2010-02-09,0.9451284810905841
2010-02-10,0.9953669644328089
2010-02-11,0.7751982653305407
2010-02-12,0.9848549930214835
2010-02-13,0.761967975876559
2010-02-14,0.7838850549473055
2010-02-15,1.0790468333514973
2010-02-16,1.0021065525898336
2010-02-17,1.0317152902121212
2010-02-18,0.6932191958846449
2010-02-19,0.9130574681702349
2010-02-20,1.0896748300269763
2010-02-21,0.8150467576485418
2010-02-22,1.1114618362215203
2010-02-23,0.9124703816338308
2010-02-24,1.0654933018475472
2010-02-25,0.8819846861793623
2010-02-26,0.9576304620428907
2010-02-27,0.8404798715614717
2010-02-28,1.1395245738814053
2010-03-01,0.9647946713880252
2010-03-02,0.7552846730025884
2010-03-03,0.9895659240538004
2010-03-04,0.9991851389339086
2010-03-05,0.8436962974009902
2010-03-06,0.8076409052700746
2010-03-07,0.8201233152909776
2010-03-08,0.9472126908774671
2010-03-09,0.9429648004780198
2010-03-10,0.6595677398472529
2010-03-11,1.1922346742549528
2010-03-12,1.1661904210164293
2010-03-13,1.1553809126714507
2010-03-14,0.8961815077517735
2010-03-15,0.9114485887911958
2010-03-16,0.6958631018887501
2010-03-17,0.6607616704009943
2010-03-18,0.740183728454317
2010-03-19,0.8313092337660617
2010-03-20,0.9903044524097561
2010-03-21,0.795950458844583
2010-03-22,0.9159088370603364
2010-03-23,0.9739624251220288
2010-03-24,1.066116539180613
2010-03-25,0.8041861918250267
2010-03-26,0.8112489637861233
2010-03-27,0.9432203724136069
2010-03-28,0.7892387917080605
2010-03-29,0.7578514394321177
2010-03-30,0.8355318207741663
2010-03-31,1.007189000442521
2010-04-01,0.8756204947949179
2010-04-02,1.039306491956946
2010-04-03,1.097465609923612
2010-04-04,1.0071859939308334
2010-04-05,1.075857707467183
2010-04-06,0.8944340209973055
2010-04-07,1.1159967008827643
2010-04-08,0.839948656470824
2010-04-09,0.924939314065569
2010-04-10,0.6343904768969117
2010-04-11,0.8864184339735187
2010-04-12,0.828290147171406
2010-04-13,0.9520136073529574
2010-04-14,0.8948424009383115
2010-04-15,1.1715769421119584
2010-04-16,0.8097953314771581
2010-04-17,0.7747658626881075
2010-04-18,0.8463265006129626
2010-04-19,0.9315411097388117
2010-04-20,0.941457356489316
2010-04-21,0.9549912630191294
2010-04-22,0.9091055435133287
2010-04-23,0.6298066768669688
2010-04-24,0.8641567470550774
2010-04-25,0.875836031015594
2010-04-26,1.0012441994420758
2010-04-27,0.742392177525185
2010-04-28,0.6310783874403022
2010-04-29,0.9935415134145161
2010-04-30,0.9595291601712694
2010-05-01,1.2928685844103676
2010-05-02,0.838341258720527
2010-05-03,1.1052044266633083
2010-05-04,1.116880487350384
2010-05-05,0.8332201869127257
2010-05-06,0.9094736595442378
2010-05-07,0.9975497315925308
2010-05-08,0.5362772872020124
2010-05-09,0.9251621012564165
2010-05-10,0.5571700453203214
2010-05-11,0.8328118540813175
2010-05-12,0.9187934425967512
2010-05-13,0.787674169964729
2010-05-14,0.7236209372603182
2010-05-15,0.9760650031127369
2010-05-16,1.161897247808443
2010-05-17,0.7585729137849123
2010-05-18,0.9296382054132829
2010-05-19,0.8068031923498379
2010-05-20,0.8009091727888911
2010-05-21,0.9828906438100501
2010-05-22,0.9862359078075696
2010-05-23,0.9447438550673318
2010-05-24,0.9684416793563937
2010-05-25,0.8293977843364195
2010-05-26,0.7611909824484103
2010-05-27,0.7053946045609832
2010-05-28,1.0699899623989797
2010-05-29,1.0977013327853224
2010-05-30,0.9830326522791818
2010-05-31,1.0204288130434984
2010-06-01,1.1503074947753404
2010-06-02,1.02925173254766
2010-06-03,0.9856491475908492
2010-06-04,0.980654010286652
2010-06-05,0.8596907099529054
2010-06-06,0.947001689393598
2010-06-07,0.7445964112880094
2010-06-08,0.5691076364706774
2010-06-09,0.8900949588645167
2010-06-10,1.1275827587807143
2010-06-11,1.1646071830798845
2010-06-12,0.8082053677235489
2010-06-13,0.8015401623234218
2010-06-14,1.1196045721028554
2010-06-15,0.7101292103157085
2010-06-16,0.8572946517336346
2010-06-17,0.8098288542554752
2010-06-18,1.3024626061067348
2010-06-19,1.1654886267375917
2010-06-20,1.302263022916575
2010-06-21,1.4654404694578336
2010-06-22,1.1540319984879057
2010-06-23,1.0977933759139744
2010-06-24,1.3302734656872308
2010-06-25,0.9248718810875646
2010-06-26,1.1664286755203672
2010-06-27,1.3115295289887292
2010-06-28,0.978926075733018
2010-06-29,0.7085870303720241
2010-06-30,0.8673065962246399
2010-07-01,1.0314131518275833
2010-07-02,0.8988668229914607
2010-07-03,0.835351554662556
2010-07-04,0.7450911826786988
2010-07-05,1.052278754577188
2010-07-06,0.8405616850170904
2010-07-07,0.9230314906774003
2010-07-08,0.8277489990500179
2010-07-09,1.007814312155335
2010-07-10,0.9999516802259446
2010-07-11,0.9587952364304902
2010-07-12,0.8359515198067334
2010-07-13,0.9714544033921126
2010-07-14,1.0765273871696388
2010-07-15,1.1265317497074234
2010-07-16,0.9151301904957281
2010-07-17,0.8060746916468383
2010-07-18,1.1087759839700986
2010-07-19,0.7749410827475854
2010-07-20,1.28975562546476
2010-07-21,1.1896561685946774
2010-07-22,1.457834201374898
2010-07-23,1.3122986937006622
2010-07-24,1.1418034882287802
2010-07-25,1.121146876367069
2010-07-26,1.0846146037014561
2010-07-27,0.7818213204098603
2010-07-28,0.944719747562108
2010-07-29,1.1051655984809607
2010-07-30,0.8633592624583657
2010-07-31,1.403003877409783
2010-08-01,1.2152859002481262
2010-08-02,1.2903686235040976
2010-08-03,1.1041771619133485
2010-08-04,0.8370859279572053
2010-08-05,1.2625364224908127
2010-08-06,1.4072281451072663
2010-08-07,1.4102122490668263
2010-08-08,1.2249040054524545
2010-08-09,1.1707070234191332
2010-08-10,0.745865307459271
2010-08-11,0.864240502520286
2010-08-12,1.095942482708694
2010-08-13,0.9497519153460688
2010-08-14,1.1105530539203734
2010-08-15,1.0480733942868197
2010-08-16,1.0171026024578727
2010-08-17,0.8172983322067909
2010-08-18,0.8897128753746274
2010-08-19,0.948173433468957
2010-08-20,0.7545198213501544
2010-08-21,1.053635678611618
2010-08-22,1.059023295428744
2010-08-23,1.0462855145947014
2010-08-24,0.8052322986381895
2010-08-25,0.9835859136479218
2010-08-26,0.6585771990097583
2010-08-27,1.1233184770333353
2010-08-28,1.1779180092246149
2010-08-29,1.259802577997599
2010-08-30,0.8326180422743427
2010-08-31,0.781014238959799
2010-09-01,1.0673555813383206
2010-09-02,1.4641113561824863
2010-09-03,1.4574968213742743
2010-09-04,0.9911389455189847
2010-09-05,0.8992246675267873
2010-09-06,0.6416204777635564
2010-09-07,0.930769188983505
2010-09-08,0.760716858407745
2010-09-09,0.7942693680780865
2010-09-10,0.8537390991173593
2010-09-11,0.9153051153729258
2010-09-12,0.7953374617899834
2010-09-13,0.8999317052881116
2010-09-14,1.0312698464269319
2010-09-15,0.7907005555867584
2010-09-16,0.9445590108231111
2010-09-17,1.106468274076996
2010-09-18,0.7647295813130969
2010-09-19,0.8119849133251215
2010-09-20,1.2655014089265064
2010-09-21,0.9722075767112518
2010-09-22,0.9957847447676924
2010-09-23,0.9338936907019231
2010-09-24,0.968168545449474
2010-09-25,1.0103237825200329
2010-09-26,0.8571300948073644
2010-09-27,1.0024028661450164
2010-09-28,0.7829834937580293
2010-09-29,1.1127045252208574
2010-09-30,0.941528258276513
2010-10-01,1.170902664470429
2010-10-02,1.3932356754720985
2010-10-03,1.0550701457991105
2010-10-04,0.9041990754934589
2010-10-05,0.7337044895998045
2010-10-06,1.0472427848624577
2010-10-07,1.0345003683742295
2010-10-08,0.860516860794926
2010-10-09,0.8960217568575488
2010-10-10,1.088165453697026
2010-10-11,1.0749160626952048
2010-10-12,1.2065297423425714
2010-10-13,0.8047523552764696
2010-10-14,0.8146793221046438
2010-10-15,0.8759220089390977
2010-10-16,0.7912941584221928
2010-10-17,0.8468434232995795
2010-10-18,0.8836041041183641
2010-10-19,0.8443325950340043
2010-10-20,1.0400452355748553
2010-10-21,0.8359597767942679
2010-10-22,0.8160032573239304
2010-10-23,0.9696859098773748
2010-10-24,0.8919158053713757
2010-10-25,0.8526599748360714
2010-10-26,0.7840582369240932
2010-10-27,0.8955516694441467
2010-10-28,0.9124033094933149
2010-10-29,0.8928085014684032
2010-10-30,0.7554617580069628
2010-10-31,0.8477238565515909
2010-11-01,0.9592466050286287
2010-11-02,0.8803965405394952
2010-11-03,0.9144083465129326
2010-11-04,0.8087459398709158
2010-11-05,0.8050302920211575
2010-11-06,0.9249100806782488
2010-11-07,0.8771062099137502
2010-11-08,0.8683565181991013
2010-11-09,1.1756192320710481
2010-11-10,1.1662277215657912
2010-11-11,1.223904830398631
2010-11-12,1.0882340900995857
2010-11-13,0.7706637093971138
2010-11-14,1.1149412940288261
2010-11-15,0.7185054186889922
2010-11-16,0.8188532991838144
2010-11-17,0.9905389785813156
2010-11-18,1.0088239535061547
2010-11-19,0.799252557791606
2010-11-20,1.1253918064593638
2010-11-21,0.9563437767966466
2010-11-22,1.1331479784446652
2010-11-23,0.8487294239003567
2010-11-24,0.7592562174496936
2010-11-25,0.7334663812048041
2010-11-26,0.7986258037859856
2010-11-27,0.8686714619202225
2010-11-28,0.7829921496459084
2010-11-29,0.761035029984697
2010-11-30,0.9223487063527532
2010-12-01,0.8733285290616739
2010-12-02,0.8456302434959669
2010-12-03,0.9033940342556946
2010-12-04,0.7710156539388103
2010-12-05,1.0384100826840308
2010-12-06,0.9437996206610356
2010-12-07,1.1382116806399296
2010-12-08,1.227987142463981
2010-12-09,1.2347571698524848
2010-12-10,1.0796047177345567
2010-12-11,0.941102075017909
2010-12-12,1.2025049072347318
2010-12-13,1.2593594485972854
2010-12-14,1.4396220933149462
2010-12-15,1.3283399879645839
2010-12-16,1.2213070999240014
2010-12-17,1.3133553023140694
2010-12-18,1.3682533588691168
2010-12-19,1.4142913490361364
2010-12-20,0.5926326226798558
2010-12-21,0.9766557621926454
2010-12-22,0.9830567075393647
2010-12-23,0.8697354191194583
2010-12-24,1.0914081224871037
2010-12-25,1.2545339721082904
2010-12-26,1.3877922610730398
2010-12-27,1.0130824638568288
2010-12-28,0.9023002254057612
2010-12-29,1.0249503221282532
2010-12-30,1.1523429592392664
2010-12-31,1.2347635479873367
2011-01-01,1.1254045161957718
